,Model,Population,Accuracy Score,F1_score_macro,F1_score_weighted
0,HistGradientBoost,all,0.4423445454793204, 0.300737868067343, 0.41249007454793204
0,HistGradientBoost - Upsampled,all,0.6212865489745, 0.473789818381604, 0.60114289745149368
